rowid,FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,RCPNT_CLS_EN_DESC,RCPNT_CLS_FR_DESC,RCPNT_NML_EN_DESC,RCPNT_NML_FR_DESC,CTY_EN_NM,CTY_FR_NM,PROVTER_EN,PROVTER_FR,CNTRY_EN_NM,CNTRY_FR_NM,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
826,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,South Asia Partnership Pakistan,South Asia Partnership Pakistan,Lahore,Lahore,,,Pakistan,Pakistan,0,986710
827,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Statistics Canada,Statistique Canada,Ottawa,Ottawa,Ontario,Ontario,,,0,391767
828,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Sterling Swift,Sterling Swift,Islamabad,Islamabad,,,Pakistan,Pakistan,0,666773
829,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Stichting Brac International,Stichting Brac International,The Hague,La Haye,,,Netherlands,Pays-Bas,0,250000
830,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Stichting Hivos,Stichting Hivos,The Hague,La Haye,,,Netherlands,Pays-Bas,0,1267917
831,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Svx,Svx,Oakville,Oakville,Ontario,Ontario,,,0,1276379
832,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,TechnoServe Inc,TechnoServe Inc,Arlington,Arlington,Virginia,Virginie,,,0,2300000
833,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,TGNP Mtandao,TGNP Mtandao,Dar es Salaam,Dar es Salaam,,,Tanzania,Tanzanie,0,498114
834,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The African Enterprise Challenge Fund,Le Fonds de Défi des Entreprises Africaines,Nairobi,Nairobi,,,Kenya,Kenya,0,6484898
835,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The Asia Foundation,The Asia Foundation,San Francisco,San Francisco,California,Californie,,,0,2599908
836,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The Association of Southeast Asian Nations Secretariat,Le Secrétariat de l'Association des Nations de l'Asie du Sud-Est,Jakarta,Jakarta,,,Indonesia,Indonésie,0,500000
837,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The Carter Center,The Carter Center,Atlanta,Atlanta,Georgia,Géorgie,,,0,1901074
838,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The HALO Trust,The HALO Trust,Dumfries,Dumfries,,,United Kingdom,Royaume-Uni,0,736602
839,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The New Humanitarian,The New Humanitarian,Geneva,Genève,,,Switzerland,Suisse,0,1545673
840,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The University of Public Administration,Ecole nationale d'administration publique,Québec,Québec,Quebec,Québec,,,0,2119148
841,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Tostan,Tostan,Dakar,Dakar,,,Senegal,Sénégal,0,339835
842,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,TradeMark East Africa,TradeMark East Africa,Nairobi,Nairobi,,,Kenya,Kenya,0,2971511
843,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Transtec,Transtec,Brussels,Bruxelles,,,Belgium,Belgique,0,755082
844,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Trigon Associates LLC,Trigon Associates LLC,New Orleans,La Nouvelle-Orléans,Lousiana,Louisiane,,,0,501888
845,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Trust for Democratic Education and Accountability,Trust for Democratic Education and Accountability,Islamabad,Islamabad,,,Pakistan,Pakistan,0,253368
846,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Ukrainian Women's Fund,Ukrainian Women's Fund,Kyiv,Kyiv,,,Ukraine,Ukraine,0,1193127
847,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,United States Agency for International Development,Agence des États-Unis pour le développement international,Arlington,Arlington,Virginia,Virginie,,,0,3000000
848,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,University of Montreal Hospital Centre,Centre hospitalier de l'Université de Montréal,Montreal,Montréal,Quebec,Québec,,,0,1938758
849,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,University of Saskatchewan,Université de la Saskatchewan,Saskatoon,Saskatoon,Saskatchewan,Saskatchewan,,,0,1633394
850,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,University of Waterloo,Université de Waterloo,Waterloo,Waterloo,Ontario,Ontario,,,0,1280275
851,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Voluntary Service Overseas,Voluntary Service Overseas,Kingston,Kingston,,,United Kingdom,Royaume-Uni,0,2633042
852,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,War Child Canada,War Child Canada,Toronto,Toronto,Ontario,Ontario,,,0,680146
853,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Westminster Foundation for Democracy Limited,Westminster Foundation for Democracy Limited,London,Londres,,,United Kingdom,Royaume-Uni,0,810782
854,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Women Fund Tanzania,Women Fund Tanzania,Dar es Salaam,Dar es Salaam,,,Tanzania,Tanzanie,0,1081881
855,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,World Agroforestry Centre,Centre mondial d'agroforesterie,Nairobi,Nairobi,,,Kenya,Kenya,0,2958937
856,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,World University Service of Canada,Entraide universitaire mondiale du Canada,Ottawa,Ottawa,Ontario,Ontario,,,0,27270874
857,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,World Vision Canada,Vision mondiale Canada,Mississauga,Mississauga,Ontario,Ontario,,,0,22118100
858,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,United Nations,Nations Unies,Geneva,Genève,,,Switzerland,Suisse,0,1398358
859,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Gender Links,Gender Links,Johannesburg,Johannesburg,,,South Africa,Afrique du Sud,0,860785
860,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Tula Foundation,Tula Foundation,Heriot Bay,Heriot Bay,British Columbia,Colombie-Britannique,,,0,250000
861,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Consortium DID-FADQDI,Consortium DID-FADQDI,Lévis,Lévis,Quebec,Québec,,,0,880996
862,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Small Enterprise Assistance Funds,Small Enterprise Assistance Funds,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,905544
863,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,IIX Global Charitable Limited,IIX Global Charitable Limited,Singapore,Singapour,,,Singapore,Singapour,0,1004001
864,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,University of Washington,Université de Washington,Seattle,Seattle,Washington,Washington,,,0,1000000
865,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Community Forests International,Community Forests International,Sackville,Sackville,New Brunswick,Nouveau-Brunswick,,,0,2000000
866,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Forest Foundation Philippines,Forest Foundation Philippines,Makati,Makati,,,Philippines,Philippines,0,1000000
867,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,International Center for Biosaline Agriculture,International Center for Biosaline Agriculture,Dubai,Dubai,,,United Arab Emirates,Émirats arabes unis,0,920168
868,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Asian University for Women,Asian University for Women,Cambridge,Cambridge,Massachusetts,Massachusetts,,,0,862000
869,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Environmental Foundation of Jamaica,Environmental Foundation of Jamaica,Kingston,Kingston,,,Jamaica,Jamaïque,0,500000
870,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,The Fund for Global Human Rights,The Fund for Global Human Rights,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,200000
871,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Rawadari Ltd,Rawadari Ltd,London,Londres,,,United Kingdom,Royaume-Uni,0,197120
872,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Urgent Action Fund Africa,Urgent Action Fund Africa,Nairobi,Nairobi,,,Kenya,Kenya,0,220500
873,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Bilateral Programming to support regional or country specific,Contributions du programme d'aide au développement international pour la programmation bilatérale visant des régions ou pays donnés,Caribbean Regional Fisheries Mechanism,Caribbean Regional Fisheries Mechanism,Belize City,Belize,,,Belize,Belize,0,100000
874,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Action Against Hunger,Action contre la Faim,Toronto,Toronto,Ontario,Ontario,,,0,4000000
875,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Aga Khan Foundation Canada,Fondation Aga Khan Canada,Ottawa,Ottawa,Ontario,Ontario,,,0,1500000
876,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Asian Development Bank,Banque asiatique de développement,Manila,Manille,,,Philippines,Philippines,0,200000000
877,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,BlueOrchard Finance Ltd,BlueOrchard Finance Ltd,Luxembourg,Luxembourg,,,Luxembourg,Luxembourg,0,341145
878,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Canadem,Canadem,Ottawa,Ottawa,Ontario,Ontario,,,0,526762
879,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Canadian Red Cross Society,Association de la Croix-Rouge canadienne,Ottawa,Ottawa,Ontario,Ontario,,,0,3869022
880,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Convergence Blended Finance Inc,Convergence Blended Finance Inc,Toronto,Toronto,Ontario,Ontario,,,0,1033967
881,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,CowaterSogema International,CowaterSogema International,Ottawa,Ottawa,Ontario,Ontario,,,0,1864846
882,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Deutsche Gesellschaft für Internationale,Société allemande de coopération internationale,Eschborn,Eschborn,,,Germany,Allemagne,0,200000
883,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Développement international Desjardins,Développement international Desjardins,Lévis,Lévis,Quebec,Québec,,,0,400000
884,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Fondo Centroamericano de Mujeres,Fondo Centroamericano de Mujeres,San José,San José,,,Costa Rica,Costa Rica,0,1834632
885,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Geneva Call,Appel de Genève,Geneva,Genève,,,Switzerland,Suisse,0,500000
886,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Geospatial Salasan Consulting Inc,Geospatial Salasan Consulting Inc,Victoria,Victoria,British Columbia,Colombie-Britannique,,,0,149914
887,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Handicap International Canada,Handicap International Canada,Montreal,Montréal,Quebec,Québec,,,0,3750000
888,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Inter-American Development Bank,Banque interaméricaine de développement,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,170000000
889,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,International Finance Corporation,Société financière internationale,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,94500000
890,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,International Francophone Alliance for Equality and Diversities,Alliance internationale francophone pour l'égalité et les diversités,Montreal,Montréal,Quebec,Québec,,,0,127953
891,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,International Fund for Agricultural Development,Fonds international pour le développement agricole,Rome,Rome,,,Italy,Italie,0,100000000
892,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,International Institute for Sustainable Development,Institut international du développement durable,Winnipeg,Winnipeg,Manitoba,Manitoba,,,0,6132954
893,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,"International Lesbian, Gay, Bisexual, Trans and Intersex Association","Association internationale des personnes lesbiennes, gays, bisexuelles, trans et intersexuées",Geneva,Genève,,,Switzerland,Suisse,0,395000
894,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,International Medical Corps,International Medical Corps,London,Londres,,,United Kingdom,Royaume-Uni,0,8500000
895,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Islamic Relief Canada,Islamic Relief Canada,Burlington,Burlington,Ontario,Ontario,,,0,1500000
896,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Le Groupe Conseil Baastel Ltd,Le Groupe Conseil Baastel Ltée,Gatineau,Gatineau,Quebec,Québec,,,0,126500
897,2023/2024,9,Global Affairs,Affaires mondiales,005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",Contributions from the International Development Assistance for Multilateral Programming,Contributions du programme d'aide au développement international pour la programmation multilatérale,Micronutrient Forum,Micronutrient Forum,Washington,Washington,District of Columbia,District fédéral de Columbia,,,0,600000
